STATE,SA2NAME,Mean,Lowest quintile,Second quintile,Third quintile,Fourth quintile,Highest quintile,Median,AusRanking,StateRanking
NSW,Bourke - Brewarrina,8457,1371,4340,7078,10223,19246,7116,1773,481
NSW,Cobar,7025,1331,4071,6150,8913,14646,6085,1475,400
NSW,Coonamble,7194,743,3630,6103,9006,16474,6083,1473,399
NSW,Nyngan - Warren,7470,950,3527,5722,8734,18401,5702,1316,351
NSW,Walgett - Lightning Ridge,8036,1019,3545,5833,8937,20822,5851,1376,372
NSW,Broken Hill,5455,1143,3008,4497,6480,12145,4471,721,153
NSW,Far West,5726,325,1992,3862,6756,15694,3843,388,65
NSW,Coonabarabran,5696,964,3195,4906,7066,12341,4855,926,225
NSW,Dubbo - East,6950,1943,4115,6012,8352,14317,6042,1458,396
NSW,Dubbo - South,6773,1973,4048,5733,7959,14147,5724,1327,355
NSW,Dubbo - West,6727,2036,4119,5740,7917,13813,5737,1333,358
NSW,Dubbo Region,6707,936,3709,5886,8322,14441,5967,1423,388
NSW,Gilgandra,6513,921,3687,5604,8047,14288,5602,1283,345
NSW,Narromine,7330,1406,3983,6085,8677,16489,6073,1471,398
NSW,Wellington,5495,825,2794,4575,6873,12407,4570,789,178
NSW,Branxton - Greta - Pokolbin,8135,2114,4890,7128,9784,16760,7103,1769,479
NSW,Cessnock,6595,1845,3854,5653,7943,13674,5668,1304,349
NSW,Cessnock Region,7803,1608,4627,6898,9481,16387,6925,1731,464
NSW,Dungog,5931,855,3366,5212,7287,12928,5223,1107,283
NSW,Kurri Kurri - Abermain,6767,1930,4095,5889,8124,13798,5886,1393,378
NSW,Singleton,8312,2500,5183,7375,9992,16506,7352,1809,489
NSW,Singleton Region,8253,642,4222,7182,10038,19130,7200,1788,485
NSW,Maitland,5677,1059,2852,4566,6737,13156,4519,755,167
NSW,Maitland - East,6303,1947,3810,5467,7548,12742,5453,1214,317
NSW,Maitland - North,7533,2136,4589,6518,8868,15536,6476,1607,427
NSW,Maitland - West,6649,1879,4078,5877,8104,13302,5878,1391,377
NSW,Thornton - Millers Forest,7371,2480,4717,6567,8651,14430,6554,1641,439
NSW,Anna Bay,6459,1581,3664,5491,7875,13671,5503,1239,329
NSW,Lemon Tree Passage - Tanilba Bay,6059,1828,3915,5440,7306,11799,5455,1215,318
NSW,Nelson Bay Peninsula,5407,1230,2961,4578,6527,11737,4566,782,175
NSW,Raymond Terrace,6723,2312,4345,6045,8041,12865,6036,1457,395
NSW,Seaham - Woodville,9888,2782,6445,8820,11793,19569,8846,1938,519
NSW,Tea Gardens - Hawks Nest,3503,603,1787,2915,4452,7755,2890,27,3
NSW,Williamtown - Medowie - Karuah,7573,2135,4957,6907,9146,14716,6906,1729,463
NSW,Muswellbrook,7864,2131,4941,7057,9599,15584,7043,1755,471
NSW,Muswellbrook Region,8431,1333,4521,6835,9358,20081,6862,1714,459
NSW,Scone,8676,2130,5004,7207,10097,18926,7169,1779,482
NSW,Scone Region,7435,1129,3972,6110,8782,17181,6086,1477,402
NSW,Berkeley - Warrawong - Windang,5264,1511,3304,4716,6452,10333,4716,864,202
NSW,Dapto - Avondale,5726,1947,3646,5063,6870,11104,5030,1015,251
NSW,Horsley - Kembla Grange,6405,2460,4230,5783,7710,11833,5766,1345,363
NSW,Port Kembla Industrial,5101,739,3552,5004,6420,9786,4906,951,232
NSW,Unanderra - Mount Kembla,5942,1958,3835,5326,7211,11376,5295,1146,294
NSW,Illawarra Catchment Reserve,1816,  ,  ,  ,  ,  ,1667,3,1
NSW,Albion Park - Macquarie Pass,5888,2027,3796,5211,6982,11420,5185,1087,274
NSW,Albion Park Rail,5746,2055,3736,5134,6882,10915,5134,1065,267
NSW,Kiama,5298,1307,3076,4558,6461,11081,4536,764,170
NSW,Kiama Downs - Minnamurra,6653,2400,4608,6236,8063,11946,6226,1522,414
NSW,Kiama Hinterland - Gerringong,5949,1294,3377,5072,7282,12722,5056,1023,254
NSW,Shellharbour - Flinders,5285,1580,3316,4656,6393,10476,4635,818,187
NSW,Shellharbour - Oak Flats,5609,1892,3533,4990,6811,10815,4944,971,239
NSW,Warilla,5430,1865,3502,4860,6569,10353,4847,920,222
NSW,Balgownie - Fairy Meadow,5125,1450,3070,4423,6190,10488,4421,699,146
NSW,Corrimal - Tarrawanna - Bellambi,4785,1338,2915,4149,5787,9731,4137,534,106
NSW,Figtree - Keiraville,5658,1677,3506,4988,6846,11268,4974,982,244
NSW,Helensburgh,7807,2750,5339,7197,9345,14392,7244,1793,487
NSW,Thirroul - Austinmer - Coalcliff,5623,1490,3418,4907,6814,11480,4884,942,228
NSW,Wollongong,4253,1062,2497,3549,4871,9285,3533,227,29
NSW,Woonona - Bulli - Russell Vale,5007,1431,3032,4387,6133,10052,4369,668,137
NSW,Bulahdelah - Stroud,5423,782,3006,4771,6558,11988,4785,892,212
NSW,Forster,4370,1179,2673,3868,5309,8821,3854,396,67
NSW,Forster-Tuncurry Region,4457,869,2424,3803,5501,9685,3782,357,54
NSW,Tuncurry,3601,917,2246,3184,4357,7296,3176,84,9
NSW,Kempsey,4864,1496,3074,4378,5958,9409,4391,685,143
NSW,Kempsey Region,4412,975,2674,3950,5414,9038,3962,452,80
NSW,Macksville - Scotts Head,4752,1249,2934,4227,5743,9606,4222,588,117
NSW,Nambucca Heads,4017,1191,2534,3529,4818,8012,3516,218,27
NSW,Nambucca Heads Region,4881,1123,3095,4366,5865,9947,4345,650,131
NSW,South West Rocks,4178,1294,2716,3735,5036,8102,3705,314,40
NSW,Lord Howe Island,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Laurieton - Bonny Hills,4586,1286,2885,4098,5580,9076,4097,510,100
NSW,Port Macquarie - East,5115,1619,3234,4524,6125,10073,4505,743,160
NSW,Port Macquarie - West,5161,1644,3211,4494,6187,10267,4493,732,154
NSW,Port Macquarie Region,5730,1083,3345,4896,6658,12650,4874,939,227
NSW,Wauchope,5098,1678,3199,4479,6100,10028,4456,712,151
NSW,Gloucester,5249,888,3021,4528,6261,11540,4524,758,168
NSW,Old Bar - Manning Point - Red Head,4875,1214,3017,4343,5880,9913,4352,654,133
NSW,Taree,5168,1619,3142,4504,6230,10343,4496,734,155
NSW,Taree Region,4859,934,2815,4250,5877,10412,4235,594,120
NSW,Wingham,5090,1734,3260,4476,6062,9908,4448,707,150
NSW,Albury - East,5005,1542,2960,4221,5765,10530,4207,573,113
NSW,Albury - North,4511,1419,2707,3888,5332,9205,3889,414,73
NSW,Albury - South,4654,1243,2595,3828,5391,10213,3826,379,63
NSW,Albury Region,6975,1137,3838,5903,8396,15593,5897,1401,381
NSW,Lavington,4051,1223,2414,3469,4831,8313,3461,191,24
NSW,Hay,7068,1109,3910,5833,8376,16089,5747,1338,361
NSW,Wentworth - Buronga,7680,1536,4416,6595,9188,16652,6595,1653,443
NSW,Wentworth-Balranald Region,8317,917,3970,6601,9549,20545,6622,1664,448
NSW,Corowa,5574,1528,3365,4747,6477,11743,4717,865,203
NSW,Corowa Region,6032,908,3110,4870,7172,14086,4850,925,224
NSW,Deniliquin,7642,1913,4720,6547,9048,15983,6519,1626,433
NSW,Deniliquin Region,7336,991,3614,5877,8713,17471,5856,1380,374
NSW,Moama,6081,1463,3324,4953,7194,13461,4922,961,235
NSW,Tocumwal - Finley - Jerilderie,7051,1198,3645,5488,7986,16932,5461,1218,321
NSW,Armidale,6185,1738,3843,5415,7380,12546,5394,1189,306
NSW,Armidale Region - North,6262,1025,3617,5499,7674,13479,5557,1262,338
NSW,Armidale Region - South,6203,1450,3774,5461,7472,12815,5427,1204,312
NSW,Walcha,6171,835,3222,5201,7560,14015,5226,1111,285
NSW,Glen Innes,4977,1081,2913,4359,6103,10413,4377,673,138
NSW,Inverell,5780,1840,3679,5124,6935,11322,5110,1053,263
NSW,Inverell Region - East,5963,1064,3446,5122,7152,13012,5108,1052,262
NSW,Inverell Region - West,5759,1141,3249,4843,6852,12660,4832,913,218
NSW,Tenterfield,4714,758,2607,3964,5697,10536,3951,448,79
NSW,Moree,8022,1868,4358,6540,9315,18014,6530,1632,434
NSW,Moree Region,8762,1070,3867,6450,10107,22299,6425,1590,422
NSW,Narrabri,6592,1638,3827,5597,7903,13993,5570,1267,340
NSW,Narrabri Region,8185,1308,3890,6282,9216,20197,6222,1520,413
NSW,Gunnedah,5908,1821,3630,5154,7048,11880,5153,1073,270
NSW,Gunnedah Region,6744,1182,3613,5492,7891,15525,5492,1232,328
NSW,Quirindi,6524,1160,3628,5494,7703,14635,5485,1230,327
NSW,Tamworth - East,6605,2356,4333,5957,7919,12459,5956,1422,387
NSW,Tamworth - North,5976,1594,3599,5132,7092,12465,5104,1048,261
NSW,Tamworth - West,5965,2053,3818,5317,7218,11405,5266,1127,289
NSW,Tamworth Region,6163,1212,3687,5504,7680,12728,5504,1240,330
NSW,Belmont - Bennetts Green,7035,2140,4140,5964,8335,14594,5941,1413,384
NSW,Belmont South - Blacksmiths,5866,1745,3602,5074,7056,11844,5051,1021,253
NSW,Charlestown - Dudley,6384,1973,3820,5428,7473,13225,5400,1191,308
NSW,Glendale - Cardiff - Hillsborough,6911,2375,4422,6155,8231,13368,6134,1496,406
NSW,Mount Hutton - Windale,5966,1786,3373,4929,7153,12582,4913,954,233
NSW,Redhead,6376,1672,3663,5400,7676,13448,5382,1182,304
NSW,Swansea - Caves Beach,6135,1714,3752,5327,7340,12539,5304,1152,296
NSW,Valentine - Eleebana,8247,3044,5374,7326,9684,15799,7293,1801,488
NSW,Warners Bay - Boolaroo,6467,2094,4095,5723,7824,12598,5728,1331,357
NSW,Bolton Point - Teralba,6896,2267,4386,6219,8274,13329,6240,1529,415
NSW,Bonnells Bay - Silverwater,6712,1902,4153,5997,8123,13375,6031,1448,394
NSW,Edgeworth - Cameron Park,6170,2078,3972,5539,7388,11875,5542,1256,335
NSW,Morisset - Cooranbong,7492,1924,4389,6488,8928,15722,6500,1619,431
NSW,Toronto - Awaba,6924,2069,4248,6041,8265,13996,6029,1446,393
NSW,Wangi Wangi - Rathmines,6888,2085,4322,6120,8310,13601,6106,1489,405
NSW,West Wallsend - Barnsley - Killingworth,8173,3071,5493,7454,9554,15280,7469,1833,493
NSW,Adamstown - Kotara,5969,1825,3536,5023,7085,12369,5005,999,247
NSW,Beresfield - Hexham,6735,2203,4245,5990,8009,13218,5990,1434,391
NSW,Hamilton - Broadmeadow,5093,1416,2912,4181,5882,11077,4153,543,107
NSW,Lambton - New Lambton,5957,1719,3324,4835,6911,12991,4826,910,217
NSW,Maryland - Fletcher - Minmi,6976,2421,4482,6169,8260,13544,6141,1502,409
NSW,Mayfield - Warabrook,4809,1396,2806,4049,5641,10151,4056,491,95
NSW,Merewether - The Junction,5520,1343,2990,4517,6597,12153,4504,742,159
NSW,Newcastle - Cooks Hill,4244,1007,2230,3341,4785,9856,3348,145,18
NSW,Newcastle Port - Kooragang,4662,  ,  ,  ,  ,  ,4274,614,122
NSW,Shortland - Jesmond,5637,1611,3172,4676,6730,11995,4630,813,184
NSW,Stockton - Fullerton Cove,4591,1280,2742,3955,5507,9461,3967,459,82
NSW,Wallsend - Elermore Vale,6736,1825,3675,5344,7714,15118,5308,1154,298
NSW,Waratah - North Lambton,4989,1382,2861,4169,5887,10640,4155,546,108
NSW,Wickham - Carrington - Tighes Hill,4263,1360,2675,3717,4987,8570,3707,315,41
NSW,Ballina,4224,1421,2708,3707,5039,8240,3686,308,39
NSW,Ballina Region,5376,1649,3355,4689,6348,10837,4706,859,199
NSW,Bangalow,6403,1614,3748,5292,7248,14102,5283,1137,291
NSW,Brunswick Heads - Ocean Shores,4372,1408,2832,3871,5180,8563,3881,409,71
NSW,Byron Bay,4920,1587,3148,4233,5647,9979,4208,576,114
NSW,Evans Head,4292,1224,2725,3862,5314,8327,3849,393,66
NSW,Lennox Head - Skennars Head,5355,1992,3629,4813,6324,10010,4768,879,207
NSW,Mullumbimby,5231,1417,3078,4462,6189,11000,4427,700,147
NSW,Casino,4612,1464,2860,4062,5574,9095,4042,482,89
NSW,Casino Region,5290,946,3055,4679,6445,11320,4738,870,205
NSW,Goonellabah,4912,1865,3258,4399,5789,9245,4387,683,141
NSW,Kyogle,5097,1164,2991,4324,6057,10947,4289,622,125
NSW,Lismore,4495,1438,2787,3948,5364,8936,3936,439,77
NSW,Lismore Region,5241,1245,3113,4597,6269,10972,4607,802,181
NSW,Kingscliff - Fingal Head,4469,1254,2656,3757,5218,9459,3768,348,50
NSW,Murwillumbah,4299,1342,2671,3767,5227,8482,3740,329,44
NSW,Murwillumbah Region,5372,1119,3191,4660,6449,11442,4656,830,192
NSW,Pottsville,4343,1307,2662,3775,5248,8722,3760,345,49
NSW,Tweed Heads,4197,1235,2527,3554,4915,8754,3544,235,30
NSW,Tweed Heads - South,4965,1492,2994,4342,6040,9954,4322,638,128
NSW,Griffith (NSW),6972,2122,4197,5912,8185,14441,5890,1397,379
NSW,Griffith Region,8235,1098,4030,6521,9774,19744,6535,1634,435
NSW,Leeton,7376,1821,4109,6033,8670,16240,5972,1427,389
NSW,Narrandera,6373,1131,3466,5168,7608,14475,5133,1064,266
NSW,Tumbarumba,5836,901,3335,5133,7227,12553,5114,1055,264
NSW,Tumut,6051,1643,3703,5315,7384,12201,5298,1147,295
NSW,Tumut Region,5397,790,2757,4602,6759,12078,4567,785,176
NSW,Cootamundra,4666,966,2373,3675,5458,10850,3647,291,36
NSW,Gundagai,6421,976,3533,5482,7713,14383,5462,1219,322
NSW,Junee,5513,1080,3017,4542,6521,12394,4546,771,172
NSW,Temora,5908,1256,3427,4995,7231,12617,4984,987,245
NSW,Wagga Wagga - East,5706,1806,3378,4796,6709,11842,4769,880,208
NSW,Wagga Wagga - North,4499,1217,2508,3641,5042,10020,3632,277,34
NSW,Wagga Wagga - South,5155,1657,3098,4378,6104,10541,4345,650,131
NSW,Wagga Wagga - West,5166,1330,2802,4109,5942,11649,4090,504,96
NSW,Wagga Wagga Region,6507,1047,3538,5441,7846,14664,5428,1207,314
NSW,Berry - Kangaroo Valley,6621,1375,3540,5361,7721,15085,5345,1166,300
NSW,Callala Bay - Currarong,4225,698,1931,3438,5405,9646,3386,161,22
NSW,Culburra Beach,4736,897,2481,4024,5948,10330,4038,481,88
NSW,Ettrema - Sassafras - Budawang,  ,  ,  ,  ,  ,  ,  ,,#VALUE!
NSW,Huskisson - Vincentia,4217,783,2223,3548,5291,9234,3522,223,28
NSW,North Nowra - Bomaderry,6818,2265,4405,6139,8227,13050,6140,1501,408
NSW,Nowra,6159,1823,3791,5406,7490,12282,5362,1168,301
NSW,St Georges Basin - Erowal Bay,5012,950,2913,4530,6366,10300,4505,743,160
NSW,Sussex Inlet - Berrara,4219,688,2092,3635,5366,9307,3664,301,37
NSW,Tomerong - Wandandian - Woollamia,6929,1545,4222,6459,8712,13685,6423,1589,421
NSW,Ulladulla,5199,1257,3071,4592,6348,10723,4589,794,179
NSW,Ulladulla Region,3919,632,1755,3006,4835,9364,2996,39,5
NSW,Bowral,6217,1369,3346,4953,7094,14317,4949,972,240
NSW,Hill Top - Colo Vale,8197,2646,5477,7472,9791,15598,7491,1834,494
NSW,Mittagong,6028,1423,3349,4880,6990,13490,4847,920,222
NSW,Moss Vale - Berrima,5947,1389,3281,4863,6853,13341,4834,915,219
NSW,Robertson - Fitzroy Falls,9039,1590,4844,7155,10047,21490,7109,1770,480
NSW,Southern Highlands,7143,1129,3549,5524,8149,17333,5465,1223,324
VIC,Brunswick,3807,1048,2276,3238,4449,8022,3230,101,56
VIC,Brunswick East,4143,1162,2467,3551,4871,8660,3547,237,122
VIC,Brunswick West,3703,1005,2255,3247,4425,7579,3250,111,62
VIC,Coburg,3644,1051,2199,3134,4333,7503,3126,73,42
VIC,Pascoe Vale South,3588,946,2063,3043,4196,7666,3051,52,28
VIC,Alphington - Fairfield,3654,921,2110,3080,4308,7847,3061,56,31
VIC,Northcote,3899,1116,2367,3362,4648,7998,3347,144,77
VIC,Thornbury,3822,1071,2305,3305,4563,7862,3297,125,68
VIC,Ascot Vale,3889,976,2179,3294,4680,8315,3287,120,65
VIC,Essendon - Aberfeldie,4554,1087,2514,3760,5373,10037,3748,336,170
VIC,Flemington,3268,875,1890,2742,3826,7003,2736,18,10
VIC,Moonee Ponds,4237,1069,2364,3504,4882,9364,3498,207,105
VIC,Carlton,3928,777,1748,2745,4155,10211,2723,16,8
VIC,Docklands,4386,911,2360,3639,5286,9731,3640,281,145
VIC,East Melbourne,5259,1132,2568,3846,5612,13139,3851,395,183
VIC,Flemington Racecourse,2997,789,1724,2197,3429,6647,2200,4,2
VIC,Kensington,3803,984,2094,3162,4454,8323,3155,78,46
VIC,Melbourne,4497,1036,2256,3379,4866,10947,3368,154,83
VIC,North Melbourne,4024,831,1976,3178,4774,9357,3152,77,45
VIC,Parkville,4761,907,2330,3656,5453,11450,3631,276,143
VIC,South Yarra - West,4927,1102,2414,3588,5248,12277,3574,253,131
VIC,Southbank,4596,986,2372,3475,4903,11238,3469,195,99
VIC,West Melbourne,,,,,,,,#N/A,#N/A
VIC,Albert Park,4626,1132,2380,3532,5107,10973,3515,216,110
VIC,Elwood,3853,927,2105,3189,4572,8473,3184,88,50
VIC,Port Melbourne,5286,1460,2857,4168,5952,11993,4158,549,232
VIC,Port Melbourne Industrial,5042,,,,,,4868,934,311
VIC,South Melbourne,4617,1196,2360,3414,4978,11138,3405,170,87
VIC,St Kilda,3941,880,1961,2994,4376,9494,2978,37,21
VIC,St Kilda East,4119,967,2027,3087,4537,9975,3081,59,33
VIC,Armadale,5351,1190,2506,3886,5847,13319,3868,403,187
VIC,Prahran - Windsor,4075,784,2010,3122,4631,9827,3102,64,36
VIC,South Yarra - East,4735,1044,2376,3542,5156,11551,3514,215,109
VIC,Toorak,8408,1279,3050,5055,8490,24156,5021,1009,321
VIC,Abbotsford,4525,1130,2374,3512,5011,10589,3512,214,108
VIC,Carlton North - Princes Hill,3739,1078,2127,3067,4332,8083,3052,54,29
VIC,Collingwood,4130,968,2152,3383,4873,9268,3399,168,86
VIC,Fitzroy,4318,1071,2366,3473,4926,9749,3465,193,98
VIC,Fitzroy North,4062,1105,2257,3332,4697,8916,3348,145,78
VIC,Richmond (Vic.),4329,1075,2404,3506,4954,9703,3492,202,103
VIC,Yarra - North,4067,1168,2481,3527,4812,8343,3521,221,113
VIC,Ashburton (Vic.),4796,1300,2854,4160,5750,9916,4155,546,230
VIC,Balwyn,5521,1315,2958,4435,6396,12497,4414,696,268
VIC,Balwyn North,5898,1731,3604,5066,6959,12124,5051,1021,323
VIC,Camberwell,5818,1438,3197,4661,6683,13107,4630,813,297
VIC,Glen Iris - East,5329,1313,2955,4382,6346,11646,4375,672,260
VIC,Hawthorn,4809,918,2309,3626,5342,11846,3629,274,142
VIC,Hawthorn East,5167,1078,2548,3989,5850,12368,4000,469,207
VIC,Kew,5896,1277,2956,4479,6688,14078,4442,704,270
VIC,Kew East,5187,1425,3006,4456,6148,10900,4467,717,273
VIC,Surrey Hills (West) - Canterbury,6102,1437,3321,4960,7155,13631,4942,968,318
VIC,Bulleen,5003,1694,3159,4321,5836,10001,4311,633,253
VIC,Doncaster,4805,1352,2922,4155,5720,9873,4151,542,227
VIC,Doncaster East,4813,1508,3026,4220,5694,9614,4221,587,242
VIC,Templestowe,6969,2013,4019,5629,7778,15401,5616,1288,358
VIC,Templestowe Lower,5242,1721,3337,4592,6188,10369,4563,779,292
VIC,Blackburn,4583,1345,2741,3923,5445,9456,3909,422,190
VIC,Blackburn South,4493,1304,2765,3997,5449,8948,3968,460,201
VIC,Box Hill,4184,849,2255,3465,4993,9357,3441,181,94
VIC,Box Hill North,4447,1222,2663,3825,5345,9181,3811,370,178
VIC,Burwood,4668,1114,2651,3925,5518,10129,3937,440,197
VIC,Burwood East,4749,1808,3059,4094,5552,9225,4066,495,213
VIC,Surrey Hills (East) - Mont Albert,5345,1328,3036,4535,6371,11455,4541,769,287
VIC,Beaumaris,6358,1751,3767,5461,7674,13133,5430,1208,343
VIC,Brighton (Vic.),7184,1354,3429,5261,8099,17778,5225,1109,334
VIC,Brighton East,6351,1746,3737,5326,7516,13423,5278,1136,337
VIC,Cheltenham - Highett (West),4426,1214,2631,3861,5297,9125,3872,406,188
VIC,Hampton,5314,1267,2856,4335,6241,11866,4335,645,255
VIC,Sandringham - Black Rock,5705,1411,3150,4643,6785,12532,4619,807,296
VIC,Bentleigh - McKinnon,4909,1375,2967,4290,5894,10014,4273,613,248
VIC,Bentleigh East,4794,1500,3029,4233,5737,9468,4232,591,244
VIC,Carnegie,4256,1096,2537,3666,5093,8889,3649,294,154
VIC,Caulfield - North,6134,1147,2799,4304,6658,15761,4288,621,251
VIC,Caulfield - South,5547,1322,3047,4527,6516,12319,4513,749,283
VIC,Elsternwick,4695,1166,2557,3770,5392,10588,3759,343,173
VIC,Hughesdale,3652,784,2062,3031,4524,7823,3037,51,27
VIC,Murrumbeena,3832,942,2221,3312,4636,8040,3328,135,72
VIC,Ormond - Glen Huntly,4370,1008,2556,3727,5156,9391,3732,326,167
VIC,Aspendale Gardens - Waterways,5547,2317,3845,4999,6440,10126,4983,986,319
VIC,Braeside,6722,2027,3962,5429,7381,14727,5433,1209,344
VIC,Carrum - Patterson Lakes,5147,1464,3069,4381,5998,10820,4352,654,258
VIC,Chelsea - Bonbeach,4297,1097,2488,3661,5114,9123,3642,283,147
VIC,Chelsea Heights,4925,1844,3248,4356,5699,9463,4382,677,261
VIC,Cheltenham - Highett (East),4566,1343,2810,3991,5451,9233,3984,463,203
VIC,Edithvale - Aspendale,4789,1384,2960,4226,5723,9644,4215,582,240
VIC,Mentone,4571,1147,2696,3950,5403,9655,3948,444,199
VIC,Moorabbin - Heatherton,4864,1463,2968,4263,5764,9863,4270,610,246
VIC,Moorabbin Airport,10117,,,,,,8046,1887,424
VIC,Mordialloc - Parkdale,4503,1203,2726,3928,5455,9205,3923,432,193
VIC,Malvern - Glen Iris,5962,1346,3072,4682,6762,13946,4669,841,301
VIC,Malvern East,5602,1158,2942,4495,6633,12778,4467,717,273
VIC,Bundoora - East,4165,1284,2533,3580,4846,8575,3571,251,130
VIC,Greensborough,4424,1438,2799,3943,5281,8656,3940,443,198
VIC,Heidelberg - Rosanna,3861,1052,2242,3240,4544,8221,3246,109,60
VIC,Heidelberg West,3254,848,1818,2711,3879,7009,2705,15,7
VIC,Ivanhoe,4411,1036,2379,3565,5130,9944,3547,237,122
VIC,Ivanhoe East - Eaglemont,5231,1166,2690,4040,6091,12136,3993,465,205
VIC,Montmorency - Briar Hill,4618,1322,2572,3731,5221,10242,3723,322,164
VIC,Viewbank - Yallambie,4044,1324,2584,3583,4830,7898,3566,249,128
VIC,Watsonia,3821,1285,2421,3372,4569,7459,3361,150,80
VIC,Kingsbury,3892,1181,2356,3339,4601,7978,3340,141,75
VIC,Preston,3473,960,2064,2975,4172,7193,2966,36,20
VIC,Reservoir - East,3468,928,2046,2967,4134,7266,2965,33,19
VIC,Reservoir - West,3453,936,2013,2919,4106,7287,2906,30,16
VIC,Eltham,5308,1627,3283,4621,6239,10766,4606,800,295
VIC,Hurstbridge,6620,2059,4305,5865,7685,13163,5872,1388,372
VIC,Kinglake,7051,1018,3962,6374,8771,15105,6350,1561,393
VIC,Panton Hill - St Andrews,7804,1588,4475,6569,9236,17104,6584,1649,403
VIC,Plenty - Yarrambat,6121,1470,3245,4702,6713,14460,4696,852,303
VIC,Research - North Warrandyte,7638,2186,4322,6196,8662,16804,6187,1513,386
VIC,Wattle Glen - Diamond Creek,5420,1713,3370,4653,6282,11078,4657,831,300
VIC,Bundoora - North,4214,1346,2587,3598,4956,8572,3584,258,135
VIC,Bundoora - West,4075,1388,2559,3522,4746,8151,3523,224,115
VIC,Epping,3749,911,2293,3324,4544,7673,3319,131,70
VIC,Lalor,3535,1122,2254,3105,4175,7019,3110,65,37
VIC,Mill Park - North,3983,1492,2634,3563,4715,7514,3560,247,127
VIC,Mill Park - South,3953,1488,2611,3549,4661,7452,3554,244,126
VIC,South Morang,4152,920,2572,3718,5050,8501,3725,324,166
VIC,Thomastown,3452,1193,2224,3030,4091,6722,3021,44,24
VIC,Wallan,5906,1243,3293,4914,7063,13009,4914,955,316
VIC,Whittlesea,7136,1531,4067,6082,8667,15326,6065,1467,384
VIC,Airport West,3484,758,2085,3142,4226,7173,3178,85,49
VIC,Essendon Airport,,,,,,,,#N/A,#N/A
VIC,Keilor,5453,1742,3282,4531,6259,11444,4490,728,278
VIC,Keilor East,4068,1307,2595,3578,4770,8090,3576,255,132
VIC,Niddrie - Essendon West,3745,1067,2254,3247,4491,7661,3248,110,61
VIC,Strathmore,4207,557,2525,3686,5160,8981,3646,288,151
VIC,Gisborne,8111,2352,4914,6966,9526,16796,6989,1744,411
VIC,Macedon,9344,2174,5158,7397,10489,21472,7341,1805,420
VIC,Riddells Creek,7967,2012,4771,6999,9710,16314,7014,1749,412
VIC,Romsey,7502,1672,4421,6433,8973,16001,6444,1599,399
VIC,Coburg North,2940,317,1445,2565,3784,6540,2555,10,5
VIC,Fawkner,3557,1070,2238,3130,4246,7100,3122,71,40
VIC,Glenroy - Hadfield,3752,1067,2255,3248,4504,7686,3231,102,57
VIC,Pascoe Vale,3599,926,2158,3132,4357,7418,3131,74,43
VIC,Sunbury,4218,1278,2543,3588,4939,8744,3579,257,134
VIC,Sunbury - South,4269,1269,2588,3647,5021,8818,3645,287,150
VIC,Broadmeadows,3517,1041,2103,2999,4162,7278,2980,38,22
VIC,Campbellfield - Coolaroo,3716,1152,2333,3222,4322,7548,3209,94,54
VIC,Craigieburn - Mickleham,4068,1065,2531,3566,4831,8347,3546,236,121
VIC,Gladstone Park - Westmeadows,4551,1504,2910,4080,5419,8833,4092,506,216
VIC,Greenvale - Bulla,6077,2060,3970,5236,6904,12209,5218,1104,333
VIC,Meadow Heights,3750,1453,2523,3341,4370,7064,3340,141,75
VIC,Melbourne Airport,6993,1000,3831,6102,9121,14367,6043,1459,382
VIC,Roxburgh Park - Somerton,4266,1621,2976,3927,5032,7771,3916,428,191
VIC,Tullamarine,3862,1318,2473,3374,4508,7633,3363,151,81
VIC,Bayswater,3829,1194,2333,3311,4542,7759,3287,120,65
VIC,Boronia - The Basin,3987,1207,2389,3395,4700,8242,3393,164,85
VIC,Ferntree Gully,4306,1406,2690,3760,5110,8562,3758,341,172
VIC,Knoxfield - Scoresby,4368,1555,2840,3861,5157,8424,3857,398,185
VIC,Lysterfield,6940,2304,4200,5810,7871,14502,5747,1338,367
VIC,Rowville - Central,5110,2042,3434,4566,5909,9597,4562,777,290
VIC,Rowville - North,5094,2003,3429,4561,5919,9549,4562,777,290
VIC,Rowville - South,5044,2087,3410,4518,5927,9273,4490,728,278
VIC,Wantirna,4689,1678,3016,4155,5580,9013,4146,539,226
VIC,Wantirna South,4859,1488,3152,4296,5829,9532,4276,616,249
VIC,Donvale - Park Orchards,6717,1931,3819,5496,7726,14607,5538,1253,350
VIC,Warrandyte - Wonga Park,7826,2199,4406,6280,8869,17341,6231,1525,388
VIC,Bayswater North,4158,1285,2522,3632,4967,8380,3627,273,141
VIC,Croydon,3941,1076,2298,3352,4719,8258,3353,148,79
VIC,Croydon Hills - Warranwood,5320,1994,3562,4782,6279,9977,4763,877,305
VIC,Ringwood,3837,1028,2152,3176,4503,8325,3170,81,48
VIC,Ringwood East,4035,1187,2387,3451,4787,8359,3437,179,93
VIC,Ringwood North,4891,1657,3097,4218,5641,9844,4207,573,238
VIC,Forest Hill,4115,1242,2487,3560,4894,8391,3548,239,124
VIC,Mitcham (Vic.),4128,1012,2483,3624,5028,8492,3624,270,138
VIC,Nunawading,4160,1259,2533,3597,4935,8475,3576,255,132
